,Band name,Country of origin,Location,Status,Formed in,Years active,Genre,Lyrical themes,Current/Last label,Discography,Country code,Spotify ID,Top tracks,Top track IDs,Top track features
1774,Recycle,Indonesia,Yogyakarta,Unknown,,?-2016,"Metalcore, Groove Metal",,Unsigned/independent,['Reborn to Destroy'],ID,,,,
1775,Recycle to the Soil,United States,"Ocala, Florida",Active,2004.0,2004-present,Death Metal,,Unsigned/independent,['Transitions of Creation'],US,,,,
1776,Recycler,Spain,"Santa Cruz de Tenerife, Canary Islands",Split-up,,,"Thrash, Heavy Metal",,Unsigned/independent,['Friend of the Ground'],ES,,,,
1777,Red,Japan,"Osaka, Osaka Prefecture",Active,,,Grindcore,,Unsigned/independent,"['Golden Oath of Allegiance', 'Golden Oath Of Allegiance + Demo + Comp Tracks']",JP,,,,
1778,Red,Türkiye,Istanbul,Split-up,1990.0,1990-?,"Power, Progressive Metal",,Unsigned/independent,['Future We Saw'],,,,,
1779,Red,United Kingdom,"Essex/London, England",Changed name,1981.0,"1981-1982, 1982-1985 (as ME262)","NWOBHM, Heavy Metal",,Unsigned/independent,"[""Demo '82"", 'El comienzo', 'Last Warrior']",GB,,,,
1780,Red,Japan,"Okinawa, Okinawa Prefecture",On hold,1996.0,1996-2014,"Groove Metal, Metalcore","Violence, Hatred, Anger",Burning Red,"['Hatred Is Purity', 'Judgement']",JP,,,,
1781,Red Aftermath,United States,"Sunnyvale/San Jose, California",Active,,,"Heavy, Death, Thrash Metal, Metalcore",,Unsigned/independent,['Red Who?'],US,,,,
1782,Red Alert,United Kingdom,"Grantham, Lincolnshire, England",Split-up,1979.0,"1976-1979 (as The Next Band), 1979-1980, 1980-1982 (as Wildfire)","NWOBHM, Heavy Metal",,Steel City Productions,['Run to Ground / Wild Dogs'],GB,,,,
1783,Red Alert,United States,"Hamden, Connecticut",Changed name,,"?-1992, 1992-1999 (as Beyond Reality)",Heavy Metal,,Unsigned/independent,['Red Alert'],US,,,,
1784,Red Alert,Germany,"Gross Umstadt, Hesse",Split-up,1989.0,1989-?,"Melodic Heavy Metal, Hard Rock","Rock clichés, Love",Unsigned/independent,['First Heat'],DE,,,,
1785,Red Alpha Royale,United States,,Changed name,2016.0,"2016, 2016-present (as Crystal Fairy)","Stoner, Doom Metal, Alternative Rock",,Amphetamine Reptile Records,['Necklace of Divorce'],US,,,,
1786,Red and Yellow Dawn,Unknown,,Active,,,Black Metal,"Chinese nationalism, Totalitarianism, History",Xivu Arath Productions,['Rise of the Red and Yellow Banner'],,,,,
1787,The Red Angle,Colombia,"Cali, Valle del Cauca",Active,2009.0,2009-present,"Black Metal, Dark Ambient","Luciferian gnosis, Sabbatical craft, Sorcery",Darker than Black Records,"['Madness in the Center ov Chaos', 'The Manifestation of the Black Light', 'Vessels ov the Aetheric Void', 'Qval Sabi Tar']",CO,,,,
1788,Red Ankh,United States,"Minneapolis, Minnesota (early); Denver, Colorado (later)",Active,2004.0,2004-present,"Progressive Metal, Experimental Electronic, Industrial","Philosophy, Romanticism, Fantasy, Video games",Shyfted Minds,"['In NonExistent Death There Is Flight', 'Master Synth', '13\u200b:\u200b17\u200b:\u200b30', 'This Is Our New Age', 'Bronze', 'Gray', 'Blue', 'Bronze Two', 'Tahztey Greaggor EP', 'A Change of (Speechless) Reasons EP', 'Orion \u200b/\u200b Wonderland', 'Blue Two', 'Shadow', 'Gray: The Gabber Mixes EP', 'Little Green EP', 'Universe']",US,,,,
1789,Red Antlers,Sweden,"Gothenburg, Västra Götaland",Active,2016.0,2016-present,"Post-Black, Sludge Metal",,Unsigned/independent,"['Goat', 'Björn', 'Totem', 'Deadwood']",SE,,,,
1790,Red Apollo,Germany,"Dortmund, North Rhine-Westphalia",Split-up,2010.0,2010-2019,"Atmospheric Sludge, Post-Metal","Enui, Depression, Wanderlust, Life/Death experiences",Alerta Antifascista Records,"['Like the Cry of a Bird of Prey', 'Quiet as Death', 'Marche Funèbre', 'Red Apollo / Gottesmorder', 'Red Apollo / Sundowning', 'Withers / Red Apollo', 'Knife Party', 'Red Apollo', 'Altruist', 'Meta', 'The Laurels of Serenity']",DE,,,,
1791,Red Baron,Sweden,Stockholm,Split-up,1981.0,1981-1988,Heavy Metal,,Warner Bros. Records,"['Demo 1983', ""Fool's Gold"", 'Rock´n´Roll Power / Fool´s Gold', ""Rock 'n' Roll Power""]",SE,,,,
1792,Red Baron,Canada,"Hagersville, Ontario",Split-up,1991.0,1991-?,"Melodic Heavy, Doom Metal",,Metal Heart Records,"['Red Baron', 'Resurrection', 'Oppressor']",CA,,,,
1793,Red Beard Wall,United States,"Plainview, Texas",Active,,,"Stoner, Sludge Metal",,Argonauta Records,"['Red Beard Wall Demo', 'Red Beard Wall', 'The Warming', 'The Fight Needs Us All', 'The 420 Raw Split', '3']",US,,,,
1794,Red Bible Black,Italy,,Active,2010.0,2010-present,Death Metal,"Anti-Christianity/Islam, Racism, Blasphemy, Satanism",Merdümgiriz,"['Red Bible Black', 'Red Bible Black / Blliigghhtted', 'Obsceno Perditis Clamoribus Vermis', ""Allah Is Satan's Toy"", 'Shitskin Baby Back Ribs for Satan']",IT,,,,
1795,Red Blade,United States,"Milford, Connecticut",Unknown,2010.0,"2010-2013, 2022-?",Heavy Metal,,Unsigned/independent,"['Peace Through Aggression', 'Powerwalker', 'Redblade']",US,,,,
1796,Red Bled the Sun,Sweden,"Gothenburg, Västra Götaland",Active,2012.0,2012-present,"Groove Metal, Metalcore",,Unsigned/independent,"['I', 'Decayed', 'Red Bled the Sun']",SE,,,,
1797,Red Bones,Germany,"Buxtehude, Lower Saxony",Split-up,1988.0,1988-?,Thrash Metal,,Unsigned/independent,[],DE,,,,
1798,Red Brick,United States,"Philadelphia, Pennsylvania",Active,,,Sludge Metal,,Unsigned/independent,['Gastric'],US,,,,
1799,Red Butcher,Brazil,"João Pessoa, Paraíba",Active,2009.0,2009-present,"Stoner, Doom Metal",Instrumental,Unsigned/independent,"['Magnás', 'Red Butcher']",BR,,,,
1800,Red Cain,Canada,"Calgary, Alberta",Active,2016.0,2016-present,"Progressive, Groove Metal",,Unsigned/independent,"['Hiraeth', 'Red Cain', 'Snakebouquet', 'Zero', 'Wing of the Crow', 'Kindred: Act I', 'Kindred: Act II']",CA,,,,
1801,The Red Chord,United States,"Revere, Massachusetts",Active,1999.0,"1999-2015, 2022-present","Technical Death Metal, Grindcore, Metalcore, Deathcore","Nihilism, Mental disorders, Society, Abstract Themes, Humour",Metal Blade Records,"['East Coast Tour Demo', 'Fused Together in Revolving Doors', 'Clients', 'Prey for Eyes', 'Demoralizer', 'Fed Through the Teeth Machine']",US,,,,
1802,Red Circuit,Germany,"Wiesbaden, Hesse",Active,2006.0,2006-present,Melodic Progressive Metal,"Life, Feelings, Emotions",Limb Music,"['Trance State', 'Homeland', 'Haze of Nemesis']",DE,,,,
1803,Red Coast,Germany,"Duisburg, North Rhine-Westphalia",Split-up,,,Heavy Metal,,Unsigned/independent,['Bad Boys to Rock'],DE,,,,
1804,The Red Coil,Italy,"Milan, Lombardy",Active,2008.0,2008-present,"Sludge, Groove Metal",,Argonauta Records,"['Slough Off', 'Lam', 'Himalayan Demons']",IT,,,,
1805,Red Crystal,Italy,"Cagliari, Sardinia",Active,1986.0,"1986-1996, 1996-2005, 2009-present","Progressive Metal, Hard Rock",,MKM,"['Mezzanotte', ""Regina dell'inganno"", 'Parole e decolletè', 'Red Crystal']",IT,,,,
1806,Red Dawn,United States,New Jersey,Unknown,,,"Thrash, Speed, Death Metal",,Unsigned/independent,[],US,,,,
1807,Red Dawn,New Zealand,"Wellington, Wellington",Active,2008.0,2008-present,Heavy Metal,"Violence, Rebellion, Anti-Religious",Unsigned/independent,"['The End of It All', 'World Eater', 'Ironhead']",NZ,,,,
1808,Red Dawn,United Kingdom,"Oxford, Oxfordshire, England",Active,2002.0,2002-present,Symphonic Power Metal,Fantasy,Unsigned/independent,"['Dawn', 'Three Times Denied', 'Death or Glory']",GB,,,,
1809,Red Dawn,France,"Rennes, Brittany",Active,2013.0,2013-present,Technical Death Metal,,Finisterian Dead End,"['AlterEgo', 'Algorithm of Destruction']",FR,,,,
1810,Red Dawn Rising,Belgium,"Kortrijk, West Flanders",Active,,,Melodic Metalcore,,Unsigned/independent,['Weight of the World'],BE,,,,
1811,Red Dead,France,"Soustons, Nouvelle-Aquitaine",Active,2011.0,2011-present,Death Metal,,Great Dane Records,"['I Have Worn Thee', 'Live', 'Vengeance', 'Therapy of the Evil', 'Sons of Red Visions', 'The Gatekeeper', 'Forest of Chaos']",FR,,,,
1812,Red Death,United States,"Washington, D.C.",Split-up,2013.0,2013-2020,"Thrash Metal, Crossover",,Century Media Records,"['Demo 2014', 'Permanent Exile 2 Tracks LP Promotional', 'Live Series', 'Permanent Exile', 'Deterrence', 'Formidable Darkness', 'Sickness Divine']",US,,,,
1813,The Red Death,United States,"Bath, New York",Split-up,2002.0,2002-?,Melodic Death Metal,"Media, Philosophy, Metaphysics",Siege of Amida Records,"['Demo', 'Aftertaste of the Emaciated', 'External Frames of Reference', 'Demo 2006', 'Godmakers']",US,,,,
1814,Red Descending,Australia,"Perth, Western Australia",Active,2003.0,2003-present,Melodic Death Metal,,Unsigned/independent,"['Demo', 'Slaughter Falls', 'Where Dreams Come to Die', 'Kingdoms', 'Burned to Death']",AU,,,,
1815,Red Desert,United States,"Minneapolis, Minnesota",Active,2004.0,2004-present,"Stoner Metal, Rock",,Riff Reaper Records,"['18 Wheels', 'Damned by Fate', 'Second Coming of Heavy: Chapter Two', 'Horizon']",US,,,,
1816,The Red Die Experiment,United States,"Madison, Wisconsin",Unknown,,,"Melodic Doom, Death Metal",,Unsigned/independent,['The Red Die'],US,,,,
1817,Red Dragon,Netherlands,"Tilburg, North Brabant",Split-up,1982.0,"1982-?, 2006-2015",Heavy Metal,,Iceman Records,"['Demo', 'Demo', 'Metal Power IV', 'The Old Tapes']",NL,,,,
1818,Red Dragon Project,United States,"Roscoe, Illinois",Active,2010.0,2010-present,Death Metal,,Unsigned/independent,['Dark Matter'],US,,,,
1819,Red Dynamite,Belarus,Minsk,Changed name,1993.0,"1987-1993 (as Tornado), 1993, 1993-1999 (as Tornado), 2018-present (as Tornado)",Thrash Metal,,Unsigned/independent,"['Western Dreams - Russian Rock (Compilation Album)', 'Invasion']",BY,,,,
1820,Red Equals Meltdown,United States,"Whitman, South Shore, Massachusetts",On hold,2012.0,2012-2015,Metalcore,,Unsigned/independent,"['Red Quals Meltdown', 'Beyond Saving']",US,,,,
1821,Red Everest,Germany,"Menden, North Rhine-Westphalia",Split-up,2008.0,2008-2014,Deathcore,,Unsigned/independent,"[""N'Everest in Peace""]",DE,,,,
1822,Red Eye,United Kingdom,,Unknown,1977.0,1977-?,"NWOBHM, Heavy Metal",,Unsigned/independent,[],GB,,,,
1823,Red Eye,Spain,"Antequera, Andalusia",Active,2016.0,2016-present,"Psychedelic Doom, Stoner Metal",,Alone Records,"['Tales from the Days of Yore', 'The Cycle']",ES,,,,
1824,Red Eye Temple,Austria,Vienna,Active,2020.0,2020-present,Progressive Metal,"Psychological, Philosophical themes",Unsigned/independent,"['Vortex', 'Ousia']",AT,,,,
1825,Red Eyes,Switzerland,"Amriswil/Bischofszell, Thurgau",Active,2011.0,2011-present,Thrash Metal,,Unsigned/independent,['Some Heavy Shit'],CH,,,,
1826,Red Eyes,Portugal,"Aveiro, Aveiro",Active,2006.0,2006-present,"Black, Thrash Metal","Death, Evil, Satan, Killings",Unsigned/independent,"['A Morte Está de Volta', 'Triunfo da Morte', '10 Anos de Red Eyes (2006-2016)', 'Malebolge', 'Espelho Do Terror', 'Dragão Negro', 'Mórbido', 'Império Do Mal', 'Ao Vivo Na Bairrada', 'Em Nome do Mal', 'Brigada da Morte', 'Nós Somos a Morte', 'Servos de Satanás']",PT,,,,
1827,Red Eyes,Netherlands,"Amsterdam, North Holland",Unknown,,,Heavy Metal,,Noisehead Records,"['Red Eyes', 'Obey the Beast', 'The Red Album']",NL,,,,
1828,Red Fan,Japan,Tokyo,Active,1997.0,"1997-2010, 2013-2015, 2019-present",Heavy Metal,,Unsigned/independent,['四重八手 濁々。'],JP,,,,
1829,Red Fang,United States,"Portland, Oregon",Active,2005.0,2005-present,"Stoner Metal, Rock","Life, Society, Mankind",Relapse Records,"['Tour E.P. 1', 'Tour E.P. 2', 'Malverde / Favorite Son', 'Red Fang', 'Prehistoric Dog', 'Witness', 'Tour EP #3', 'Wires', 'Murder the Mountains', 'Crows in Swine', 'Daytrotter Session', 'Red Fang / ASG', 'Blood like Cream', 'No Hope', 'Whales and Leeches', 'Scion A/V Presents: Red Fang', 'teamrock.com Presents an Absolute Music Bunker Session with Red Fang', 'Only Fools Rush In / Why?', 'Only Ghosts', 'Listen to the Sirens', 'Antidote', 'Stereo Nucleosis', 'Arrows', 'Hells Bells']",US,,,,
1830,Red Fire Rain,Germany,Schleswig-Holstein,Split-up,1993.0,"1992-1993 (as A.C.E.), 1993-2000","Power, Thrash Metal",,Crossroads Records,"['Screams', 'Exceeding', 'Red Fire Rain', 'F.I.R.E.', 'Promo 2000']",DE,,,,
1831,Red Flag Crew,Spain,"Zaragoza, Aragón",Unknown,2014.0,2014-?,"Melodic Death, Folk Metal","Pirates, Sea, Adventure",Unsigned/independent,"['Black Sails on the Horizon', 'Tides of Blood']",ES,,,,
1832,Red Flower,Belgium,,Split-up,,,Heavy Metal,,Unsigned/independent,['Red Flower'],BE,,,,
1833,Red Forest,Poland,"Łódź, Łódź",Split-up,2008.0,"2008-2011, 2014","Groove Metal, Metalcore",,Metal Mundus,['Monolith'],PL,,,,
1834,Red Front,Brazil,"São Paulo, São Paulo",Active,2007.0,"2007-?, 2018-present",Thrash Metal,"Hate, Women, Personal issues",Unsigned/independent,"['Red Front', 'Memories of War', 'Reborn in Hate']",BR,,,,
1835,Red Gem of Hades,United States,"Circle Pines, Minnesota",Split-up,2008.0,2008-2013,Death Metal,,Vraa Music,['Aggressive Dissension'],US,,,,
1836,Red Giant,United States,"Cleveland, Ohio",Active,1991.0,1991-present,"Stoner, Doom Metal",Space,Small Stone Recordings,"['Psychoblaster and the Misuse of Power', 'Ultra Magnetic Glowing Sound', 'Demo 2003', 'Devil Child Blues', 'Dysfunctional Majesty']",US,,,,
1837,Red Harvest,Norway,Oslo,Active,1989.0,"1989-2010, 2015-present","Thrash Metal (early); Industrial, Electronic Metal (later)","Apocalypse, Technology, Hate",Season of Mist,"['Occultica', 'Psychotica', 'Nomindsland', ""There's Beauty in the Purity of Sadness"", 'The Maztürnation', 'HyBreed', 'NewRage World Music', 'Cold Dark Matter', 'New World Rage Music', 'Sick Transit Gloria Mundi', 'Zyklon / Red Harvest', 'Internal Punishment Programs', 'Harvest Bloody Harvest', 'A Greater Darkness', 'The Red Line Archives', 'Anarchaos Divine: The Trinity of the Soundtrack to the Apocalypse']",NO,,,,
1838,Red Heaven,Colombia,"Ibagué, Tolima",Unknown,2008.0,2008-?,Progressive Metal,"Life, Time, Premonitions",Unsigned/independent,['Visiones del Pasado'],CO,,,,
1839,Red Herring,United States,"Greenville, South Carolina",Active,2009.0,2009-present,"Progressive, Sludge Metal",,Sake Records,['Red Herring'],US,,,,
1840,Red Herring,United States,"Cincinnati, Ohio",Split-up,,,Groove Metal,,Unsigned/independent,['Deception of the Senses'],US,,,,
1841,Red Hills,Ukraine,"Donetsk, Donetsk Oblast",Active,2009.0,2009-present,Melodic Death Metal,,Total Metal Records,['Pleasure of Destruction'],UA,,,,
1842,Red Holes,United States,"Los Angeles, California",Active,,,"Sludge, Black Metal, Noise",,Unsigned/independent,"['Jet Blood', 'Boulder on a Hill', 'Empty Memory', 'There Is No Wind That Blows Desperation Away', 'Salted Siphoned Trashed', 'Salted Siphoned Trashed Fired', 'EP6', 'Free the Bones from Skin', 'Contents of Stomach', 'Over the Roaring Falls of Annihilation']",US,,,,
1843,Red Hoof,United States,"Portland, Oregon",Active,,,"Groove, Thrash Metal",,Unsigned/independent,"[""Baphomet's Dance""]",US,,,,
1844,Red Horizons,International,"Bath, Somerset/Bristol, England, United Kingdom / Hastings, Hawke's Bay, New Zealand",Active,2011.0,2011-present,Melodic Death Metal,"Personal struggles, Society, Mythology, Death",Unsigned/independent,"['Angelic', 'Deny the World', 'Broken Beyond Repair', 'Puppets', 'Unending/Burn Them All', 'The Heartsick Ones']",,,,,
1845,Red Hot,Germany,"Brühl, North Rhine-Westphalia",Split-up,1984.0,1984-?,Melodic Heavy Metal,,Unsigned/independent,"[""Demo '85""]",DE,,,,
1846,Red House,Japan,Tokyo,Split-up,1991.0,"1991-1996, 2002-2013",Heavy Metal,,Unsigned/independent,"['Rock or Die', 'The Kings Road', 'J-Blood Way']",JP,,,,
1847,Red I Flight,United States,"Detroit, Michigan",Active,2002.0,"2002-2008, 2009-2010, 2011-present","Death Metal, Metalcore",,Victory Records,"['Many Are the Dead Who Have Prayed for This Moment', 'The Years']",US,,,,
1848,Red Industry,Finland,"Oulu, Pohjois-Pohjanmaa",Split-up,2005.0,2005-2009,"Heavy, Thrash Metal",,Unsigned/independent,"['Stainless Ore', 'Spectral Cut']",FI,,,,
1849,Red Ink,United States,"Spring, Texas",Split-up,,,"Thrash, Death Metal",Christianity,Unsigned/independent,"['Raw Meat', 'Brutal Recompense', 'Restored Ink', 'The World After - Anthology']",US,,,,
1850,Red Inside,Chile,"La Serena, Coquimbo",Active,2012.0,2012-present,"Thrash, Melodic Death Metal",,Unsigned/independent,['At One Step'],CL,,,,
1851,Red Is Dead,United States,"Painesville, Ohio",Active,2017.0,2017-present,Melodic Thrash Metal,"War, Imprisonment, Abandonment, Plague",Unsigned/independent,"['Wait for Me', 'No Reprisal']",US,,,,
1852,The Red King,United States,"Portland, Oregon (early); Koh Ta Kiev Islands, Sihanoukville, Cambodia (later)",Split-up,,?-2016,"Gothic Metal, Darkwave, Ambient, Neoclassical","Alchemy, Medicine, Rituals",Sonic Abyss,"['Vitreolvm', 'Somniferum', 'Meridian']",US,,,,
1853,Red King Rising,Netherlands,"Eindhoven, North Brabant",Split-up,1997.0,1997-2005,Stoner Metal,"Scum, Villainy",Unsigned/independent,"['The Pop-Ei Sessions', 'The D Studio Sessions', 'The Pop-Ei Sessions II', 'The Pop-Ei Sessions part III Demo(n)']",NL,,,,
1854,Red Label.Ec,Ecuador,"Quito, Pichincha",Active,2006.0,"2006-? (as Red Label), 2021-present",Thrash Metal,,Unsigned/independent,['Primer trabajo'],EC,,,,
1855,Red Lamb,United States,"Palm Beach, Florida",Unknown,2010.0,"2009-2010 (as DeuxMonkey), 2010-?","Heavy, Thrash Metal, Rock","Humanity, Life, Spirituality, Autism",MIG Records,['Red Lamb'],US,,,,
1856,Red Light District,Sweden,,Split-up,,,Melodic Heavy Metal,,Unsigned/independent,['Red Light District'],SE,,,,
1857,Red Lion,Denmark,"Bjæverskov, Sjælland",Split-up,,,Doom Metal,,Unsigned/independent,['Darkness'],DK,,,,
1858,Red Machete,United States,"Detroit, Michigan",Changed name,1983.0,"1983-1990, 1990-present (as Madhouse)",Heavy Metal,Life,Unsigned/independent,"['Emotional Dog', 'Pull the Rope', 'Scream Out Loud', 'Red Machete']",US,,,,
1859,Red Marinetti,Hungary,,Split-up,,,Progressive Metal,,Trottel Records,['Neuromancer'],HU,,,,
1860,Red Masquerade,Italy,"Bologna, Emilia-Romagna",Active,2012.0,2012-present,Symphonic Metal,,Unsigned/independent,"['Red Masquerade', 'The Seventh Room']",IT,,,,
1861,Red Means No Mercy,Germany,"Kassel, Hesse",Active,2017.0,2017-present,Brutal Deathcore,,Realityfade Records,"['Me, Your Nightmare', 'Coward King & Unholy', 'Endzeit Fetish', 'Motheater', 'Shattered']",DE,,,,
1862,Red Mesa,United States,"Albuquerque, New Mexico",Active,,,"Stoner, Doom Metal, Rock",,Desert Records,"['Red Mesa', 'The Second Coming of Heavy (Chapter IV)', 'The Devil and the Desert', 'The Path to the Deathless', 'Forest Cathedral']",US,,,,
1863,Red Metal,Madagascar,,Active,,,"Heavy, Thrash Metal, Soft Rock",,Unsigned/independent,"['Chocolat', 'Poizina Mahery', 'Red and Dark Side', 'Back to Blast', 'Revolution! Now or Never', 'Tenebris Cathedrali - The Black Chapter', 'Menalamba 2020']",MG,,,,
1864,Red Mist,United States,"Dallas, Texas",Active,,,Brutal Death Metal,"Murder, Gore, Cannibalism",Unsigned/independent,"['Never Found', 'Dismembered with Cutlery', 'Goresoaked Collection of Slam Killed Craniums']",US,,,,
1865,Red Mist,United Kingdom,,Active,,,Atmospheric Black Metal,,Unsigned/independent,['Abyss'],GB,,,,
1866,Red Mist,United Kingdom,"Exeter, Devon, England",On hold,2005.0,"2005-2011, 2014-present",Death Metal,,Bored Stiff Records,"['Locusts', 'Last Dance Before Doomsday', 'The Apocalypse Journals']",GB,,,,
1867,Red Moon Architect,Finland,"Kouvola, Kymenlaakso",Active,2011.0,2011-present,"Melodic Death, Doom Metal","Memories, Despair, Death",Noble Demon,"['Concealed Silence', 'Cradle', 'Fall', 'Tormented', 'Return of the Black Butterflies', 'Rising Tide', 'Kuura', 'Emptiness Weighs the Most']",FI,,,,
1868,Red Moon Rising,United States,"Chicago, Illinois",Active,2015.0,2015-present,"Black Metal, Crust","Anti-state, Anti-Nazi, Cult worship",Dystopian Cult Records,"['Fall 2015 Demo', 'Dream Walker']",US,,,,
1869,Red Mourning,France,"Paris, Île-de-France",Active,2003.0,2003-present,"Stoner, Sludge Metal","Southern pride, Folklore, Drugs, Life experiences, Death",Bad Reputation,"['Red Mourning', 'Six Four Six', 'Time to Go', 'Pregnant with Promises', 'Where Stone and Water Meet', ""Under Punishment's Tree"", 'Unchained']",FR,,,,
1870,Red n' Hell,Brazil,"Itapevi, São Paulo",Active,2006.0,"2004-2006 (as B.F. Metal), 2006-present","Death, Thrash Metal","Gore, Anti-religion, Paganism",Unsigned/independent,"['End of Religion', 'Screams Of The Tomb']",BR,,,,
1871,Red Nails,Canada,"Ottawa, Ontario",Split-up,1991.0,1991-?,Thrash Metal,,Unsigned/independent,['Mutiny of a Small Group of Lemmings'],CA,,,,
1872,Red Necklace,United States,"Chattanooga, Tennessee",Active,,,Blackened Doom Metal,,Failed Recordings,['Red Necklace'],US,,,,
1873,Red Night,France,"Paris, Île-de-France",Active,2006.0,2006-present,"Melodic Death, Thrash, Folk Metal",,Unsigned/independent,['Better Off Red'],FR,,,,
1874,Red Nightmare,Brazil,"Camaquã, Rio Grande do Sul",Split-up,2005.0,2005-2006,Black Metal,Occultism,Unsigned/independent,['The Thirst for Ancient Blood'],BR,,,,
1875,Red Noxious,Germany,"Klein-Umstadt / Darmstadt, Hesse",Split-up,1998.0,1998-2002,"Death, Thrash Metal",,Unsigned/independent,['Necropolis'],DE,,,,
1876,Red Old Snake,Brazil,"Brasília, Distrito Federal",Active,2008.0,"2006-2008 (as Rattlesnake), 2008-present","Groove, Southern Metal","Personal issues, Social problems",Unsigned/independent,['Outburst'],BR,,,,
1877,Red on the Day,United States,"Manchester, New Hampshire",Unknown,2004.0,2004-?,Metalcore,,Unsigned/independent,['Red on the Day'],US,,,,
1878,Red Pain,Brazil,"São Gonçalo do Sapucaí, Minas Gerais",Active,2004.0,2004-present,"Thrash, Death Metal with Hardcore elements","Social issues, Violence, Brutality, War",Unsigned/independent,[],BR,,,,
1879,Red Paper Dragon,United Kingdom,England,Split-up,2005.0,2005-2009,Atmospheric Sludge Metal,,Sound Devastation Records,"['Songs of Innocence', 'The North Star']",GB,,,,
1880,Red Pill,United Kingdom,"Edinburgh, Scotland",Split-up,2009.0,2009-2014,"Progressive Death Metal, Metalcore",,Unsigned/independent,['Demo 2011'],GB,,,,
1881,Red Pill,Italy,"Modena, Emilia-Romagna",Active,2006.0,2006-present,"Thrash, Groove Metal",,Crash & Burn Records,"[""Sinners' Club"", ""Sinners' Club""]",IT,,,,
1882,Red Planet,Tajikistan,Dushanbe,Split-up,2010.0,2010-2020,"Melodic, Progressive Death Metal with Middle Eastern influences (early); Metalcore (later)",,Unsigned/independent,"['Homeworld', 'The End', 'Зеркала', 'Through the Night']",TJ,,,,
1883,Red Point,Germany,"Hamm, North Rhine-Westphalia",Split-up,1986.0,1986-?,Heavy Metal,"Rock n' Roll, Ruling the world",Unsigned/independent,['We Want Rock / Rule the World'],DE,,,,
1884,Red Queen Theory,United States,"Seattle, Washington",On hold,2008.0,2008-2011,"Gothic Metal, Rock",,Unsigned/independent,['Red Queen Theory'],US,,,,
1885,Red Rain,Brazil,,Unknown,,,"Black, Death Metal",War,Unsigned/independent,['War in Fog'],BR,,,,
1886,Red Ran Amber,Japan,Tokyo,Split-up,2005.0,2005-2016,Grindcore,,Grind Smackdown Records,"['Raahula', '流転の幻日']",JP,,,,
1887,Red Raven Chaos,Canada,"Montréal, Quebec",Active,2017.0,2017-present,"Melodic Death, Groove Metal",,Unsigned/independent,"['Black Hole', 'Chaos to My Eyes']",CA,,,,
1888,Red Raw,Japan,Tokyo,Active,2002.0,2002-present,"Heavy, Thrash, Death Metal",,Red Specter Records,"['1st Demo', 'Rumble of the Ground', 'The Hunter´s Moon', 'The 3rd Blood', 'Dirty World']",JP,,,,
1889,Red Raw,Spain,"Granollers, Catalonia",Unknown,2009.0,2009-?,"Melodic Death Metal, Metalcore",,Unsigned/independent,"['Live at Musik N Viu 2012', 'Shut Up and Obey']",ES,,,,
1890,Red Razor,Brazil,"Florianópolis, Santa Catarina",Active,2011.0,2011-present,Thrash Metal,"Politics, Fun, Thrash, Beer",Unsigned/independent,"['Shark Attack', 'Beer Revolution', 'Born in South America', 'The Revolution Continues']",BR,,,,
1891,Red Right Hand,United States,"Lowell, Massachusetts",On hold,1998.0,1998-present,"Thrash, Groove Metal",,Locomotive Records,"['Red Right Hand', 'Plotting Your Death']",US,,,,
1892,Red Riot,Thailand,Bangkok,Active,2009.0,"2009 (as ???), 2009-present","Thrash Metal, Crossover","Politics, Science fiction, History, Fantasy",Unsigned/independent,['The Day Bangkok Burned'],TH,,,,
1893,Red Riot,Italy,"Nocera Inferiore (Salerno), Campania",Active,2013.0,2013-present,"Heavy Metal, Hard Rock",,Volcano Records & Promotion,"['Fight', 'Seek! Kill! Burn!']",IT,,,,
1894,Red River Massacre,United States,"Long Beach, California",Active,2010.0,2010-present,"Stoner, Sludge Metal",,Unsigned/independent,['Red River Massacre'],US,,,,
1895,Red Room Ensemble,Åland Islands,Mariehamn,Active,2014.0,2014-present,Melodic Heavy Metal,"Violence, Fear, Fantasy, Mysticism",Unsigned/independent,"['Red Room Ensemble', 'Endless Dark Red']",,,,,
1896,Red Rose,Israel,"Netanya, Central",Unknown,2010.0,2010-?,Melodic Power Metal,,Scarlet Records,"[""Live the Life You've Imagined"", 'On the Cusp of Change', 'Anniversary']",IL,,,,
1897,Red Rot,Italy,,Active,2022.0,2022-present,Atmospheric Death Metal,,Svart Records,"['Ashes', 'Dysmorphia', 'Mal de vivre']",IT,,,,
1898,Red Ruin,United States,,Unknown,,,"Heavy, Speed Metal",,MCF Records,['Better Red than Dead'],US,,,,
1899,Red Rum,United Kingdom,"East Midlands, England",Active,2011.0,2011-present,Folk Metal,Pirates,Trollzorn Records,"['With Gods by Our Side', 'Booze and Glory', 'To War']",GB,,,,
1900,Red Running River,Germany,"Brunswick, Lower Saxony",Active,2014.0,2014-present,"Heavy, Thrash Metal",,Unsigned/independent,['In the Realm of Bigotry'],DE,,,,
1901,Red Sativa,France,"Marseille, Provence-Alpes-Côte d'Azur",Active,,,"Sludge, Doom Metal",,Unsigned/independent,['Red Sativa'],FR,,,,
